device_id,device_type,browser,operating_system,fingerprint,is_mobile,is_known_device,risk_score,ip
device_000206,tablet,Android 2.0.1,Unknown,416c8019-16c1-48bf-a644-7076f83f9acd,False,True,0.02,139.67.235.222
device_000207,mobile_android,Android 3.1,Unknown,d529983c-2578-442b-96de-df082936744b,False,True,0.08,218.29.123.64
device_000208,desktop_mac,Android 4.0,Unknown,507a905b-97e5-43ea-92eb-a01dcb928e08,False,True,0.01,199.146.183.202
device_000209,tablet,Android 3.2.5,Unknown,ad7b7de7-6570-41b6-ba1d-a385166a1209,False,True,0.12,170.171.149.81
device_000210,desktop_linux,Android 5.1,Unknown,22cf7219-cfa7-41a1-8201-16f0757a2b31,False,True,0.02,220.54.91.50
device_000211,tablet,Android 4.0.3,Unknown,88ec8725-d2ad-4866-9558-33e5cb492c14,False,True,0.04,85.160.140.171
device_000212,desktop_linux,Android 1.0,Unknown,33cc7cc7-63a0-43bf-942e-99f3e87e2e5a,False,True,0.06,111.186.217.4
device_000213,desktop_windows,Android 5.0.1,Unknown,8c00991b-2216-4939-9edf-1b2c2af4618b,False,True,0.15,46.144.70.251
device_000214,mobile_android,Android 2.0,Unknown,0b157cbb-a26b-45db-ad9a-5b996cd7ce15,False,True,0.05,26.242.172.51
device_000215,mobile_android,Android 9,Unknown,68901952-c4ca-4604-bb65-b870b0010d83,False,False,0.0,85.40.105.234
device_000216,desktop_linux,Android 3.1,Unknown,9066f049-d531-4734-b512-26dae2d560c2,False,True,0.0,114.6.103.192
device_000217,mobile_ios,Android 4.0,Unknown,ec0751a0-1715-4d53-b0c3-72d19cc90c36,False,True,0.06,160.171.11.75
device_000218,tablet,Android 2.2.1,Unknown,8293114d-9ff9-4054-a742-831bfde5160d,False,True,0.04,192.46.101.81
device_000219,desktop_linux,Android 5.0.2,Unknown,425497e8-d034-4a79-a8d9-4bcc317f9476,False,True,0.31,58.247.0.109
device_000220,desktop_mac,Android 3.2.2,Unknown,c14f39b8-fd54-48ed-a3b8-7ac2d56fa4b0,False,True,0.01,147.2.96.8
device_000221,mobile_ios,Android 7.1.2,Unknown,8f19c37f-b1f2-43ba-a50a-3d63f28585b0,False,True,0.07,178.65.248.148
device_000222,desktop_linux,Android 4.1.2,Unknown,cac26a29-4354-45b5-86e1-315e04237ada,False,True,0.1,91.22.95.203
device_000223,mobile_android,Android 4.4,Unknown,667ef719-05fe-44da-98d0-32012f6e09f1,False,True,0.03,202.215.239.17
device_000224,desktop_mac,Android 2.3.4,Unknown,d9c48a8d-2514-4069-85e4-ab6e1e594f00,False,False,0.04,102.87.47.203
device_000225,desktop_mac,Android 2.1,Unknown,269ab07c-4798-453a-9850-6506392c59de,False,True,0.02,119.251.20.180
device_000226,desktop_mac,Android 4.1.2,Unknown,55da7afe-3f19-4a7e-8663-f97ebe18b377,False,True,0.12,36.216.53.173
device_000227,mobile_ios,Android 12,Unknown,28c8b807-d3fe-4cbf-8fd3-71df24ae764d,False,True,0.08,170.202.120.253
device_000228,mobile_android,Android 4.2.1,Unknown,8bfd281f-61d2-44cf-9b20-bcd7dd5662aa,False,True,0.04,111.95.119.123
device_000229,desktop_mac,Android 4.4.2,Unknown,234ec25f-3fb8-4240-8a6f-81dfb9b3a357,False,True,0.17,63.168.35.176
device_000230,desktop_linux,Android 4.2,Unknown,92a1e3f7-20f9-40df-993d-abddde20cb90,False,True,0.13,47.92.1.20
device_000231,desktop_windows,Android 5.0,Unknown,403437e1-0493-4559-9088-44521c65ed63,False,True,0.04,215.45.27.61
device_000232,mobile_ios,Android 5.1.1,Unknown,36334506-1b72-4908-866d-262a64b78b14,False,True,0.12,67.242.241.11
device_000233,desktop_linux,Android 12,Unknown,495602b8-de76-4e97-9ee0-364602c64f29,False,False,0.18,134.41.118.125
device_000234,desktop_windows,Android 2.3.6,Unknown,562c3668-17db-4cde-b87d-902d0156b3d6,False,False,0.01,50.239.59.67
device_000235,mobile_android,Android 2.2,Unknown,3296ae62-6755-4bbd-9851-f0c9aa36407b,False,False,0.15,28.87.203.203
device_000236,desktop_linux,Android 4.2,Unknown,bd159748-b376-4498-822c-d70bef1a32f1,False,True,0.1,98.230.37.110
device_000237,desktop_windows,Android 4.0.1,Unknown,0774d2e5-d446-41e6-af68-67e13bb3180c,False,True,0.05,217.36.181.24
device_000238,mobile_android,Android 3.2,Unknown,80c19b1f-13c7-40f8-a44f-f3c3579a28c7,False,False,0.0,33.105.76.195
device_000239,mobile_ios,Android 4.0.2,Unknown,9a5ce2d4-4ba1-4351-b15c-e11384a6c8d6,False,True,0.04,52.73.121.83
device_000240,desktop_mac,Android 2.3.3,Unknown,ea03143f-4e7a-4e41-9e04-31af59f5f121,False,True,0.09,218.101.185.92
device_000241,desktop_windows,Android 7.1.1,Unknown,70f8ef50-a87b-4881-a0eb-b05681e2e71d,False,False,0.01,103.53.221.249
device_000242,tablet,Android 2.3.5,Unknown,a1750fe9-7cf5-470c-a9f1-b532140f221b,False,False,0.11,157.140.45.67
device_000243,tablet,Android 2.2.3,Unknown,65f2a8fb-64fc-426a-93db-c150b68f9919,False,True,0.13,71.116.176.226
device_000244,mobile_android,Android 2.1,Unknown,0eb96b49-6df5-49ff-b15a-eac6017f4f3c,False,True,0.01,199.20.48.160
device_000245,desktop_windows,Android 2.3.2,Unknown,bdaf514d-912e-4a63-afe7-337388810c5d,False,True,0.0,2.71.235.221
device_000246,mobile_android,Android 3.2.5,Unknown,62bd2b3d-aa43-46e3-9195-6234d9a08cde,False,True,0.06,130.79.119.212
device_000247,desktop_mac,Android 2.2.1,Unknown,45017a5b-38a8-4109-86c2-d47981a6ef09,False,True,0.0,73.179.227.58
device_000248,tablet,Android 11,Unknown,319de3fd-e381-4f79-934a-df693d5c3385,False,True,0.08,210.184.241.153
device_000249,desktop_mac,Android 4.1.1,Unknown,d34817c4-11c2-4481-b6ff-c85138aaa350,False,True,0.04,52.140.60.231
device_000250,mobile_android,Android 10,Unknown,3971f22f-b045-4671-a51e-c7e9dceed27f,False,True,0.14,201.13.210.15
device_000251,mobile_android,Android 8.1.0,Unknown,28ff9af2-54fb-411d-bd85-523f7950688e,False,False,0.12,187.9.196.152
device_000252,desktop_linux,Android 12.1,Unknown,b524c9f4-3eac-4aa8-9f29-9b55e9012284,False,True,0.09,105.52.48.135
device_000253,desktop_linux,Android 7.1.2,Unknown,4567517a-6975-4213-9128-5978d3ba8b28,False,False,0.07,203.147.171.22
device_000254,mobile_ios,Android 6.0,Unknown,7656f7b9-7b9e-4d3b-b80a-3efaada0e814,False,False,0.04,193.15.220.53
device_000255,desktop_windows,Android 5.1.1,Unknown,b41f9970-3448-43c7-b4bf-15cf09aaa193,False,True,0.02,208.186.10.37
device_000256,desktop_linux,Android 4.3.1,Unknown,34f2fda7-a2ef-4392-9699-b91f3f2d4c3e,False,True,0.15,47.183.83.195
device_000257,mobile_ios,Android 3.2.4,Unknown,8373e247-7b99-403b-bb3f-e6e1ef60d1f4,False,True,0.02,8.36.118.248
device_000258,desktop_mac,Android 12,Unknown,49a69baa-ec1d-41ee-a9a2-ba345fd4549d,False,True,0.02,115.117.144.231
device_000259,desktop_mac,Android 2.3.7,Unknown,f4480eab-faf6-4adc-9f67-44ca23bb0cb3,False,True,0.04,44.85.41.122
device_000260,desktop_windows,Android 2.3.3,Unknown,f2c844ad-569f-4386-9a5c-074a36df9364,False,True,0.06,13.51.74.201
device_000261,tablet,Android 4.0.2,Unknown,7cdee216-5c16-4273-acc3-6c5afbb84fb7,False,True,0.03,101.58.137.51
device_000262,mobile_ios,Android 2.0,Unknown,fcc1f582-0166-43b2-9031-10121373dd67,False,True,0.12,22.153.31.116
device_000263,mobile_ios,Android 7.1.1,Unknown,b84095aa-42d0-4bf4-8c46-688911efea5b,False,True,0.04,121.226.17.225
device_000264,tablet,Android 2.3.2,Unknown,bfe52e7e-ed70-4efe-8cd6-1e2cef674b2b,False,True,0.09,184.129.3.242
device_000265,tablet,Android 14,Unknown,8973f4a9-7b8c-44e0-870e-35305bd0c4d2,False,True,0.17,27.11.239.242
device_000266,mobile_android,Android 2.3.3,Unknown,f0647774-f58e-4c11-9eab-1cf1214fb974,False,True,0.09,38.158.188.254
device_000267,desktop_mac,Android 4.3,Unknown,39965c83-a4f4-475d-825b-2695841329b0,False,True,0.02,141.181.14.196
device_000268,mobile_ios,Android 4.4.1,Unknown,bf20455a-5cc0-4b0b-a12e-5fa08dc8783f,False,True,0.07,33.252.175.121
device_000269,mobile_android,Android 4.0.3,Unknown,b88c28ad-44fa-43c3-b761-729b39e3f9c3,False,True,0.15,49.65.88.126
device_000270,mobile_ios,Android 4.1.1,Unknown,be7151ee-aa3f-4182-9740-a25f12dfad4c,False,True,0.0,48.89.234.51
device_000271,tablet,Android 1.6,Unknown,e847b1ad-1bad-4b1a-aa42-451aa79447c2,False,True,0.03,148.37.10.228
device_000272,tablet,Android 4.0,Unknown,01522763-1a79-4954-b911-65d27ca3d3f4,False,True,0.06,64.113.202.167
device_000273,mobile_android,Android 7.1.2,Unknown,5ba67917-1970-42c0-9a33-65eb59a4c75d,False,True,0.05,195.129.112.231
device_000274,tablet,Android 4.4,Unknown,6948b5a5-4b3b-47d1-b772-327c73d94e9c,False,True,0.18,182.165.37.70
device_000275,desktop_mac,Android 2.2.3,Unknown,add73b8b-9576-4b39-b44a-8ae4a322701b,False,True,0.15,171.205.206.21
device_000276,desktop_windows,Android 1.5,Unknown,2ee7c26f-0b8a-4388-b39f-255e588ef1f6,False,True,0.21,55.21.229.5
device_000277,mobile_ios,Android 3.2.1,Unknown,715143a8-87e9-4cb7-97f4-e5a66720b66d,False,True,0.11,116.7.176.200
device_000278,desktop_windows,Android 4.4.4,Unknown,6f7d5ac3-7e0b-4ccc-a996-bd2aeccb17d7,False,True,0.09,165.74.160.156
device_000279,desktop_mac,Android 10,Unknown,adc375ac-44da-4be9-a04b-426518075cfc,False,True,0.34,123.24.251.62
device_000280,desktop_linux,Android 2.3.3,Unknown,7b05f694-7504-4d25-a55d-772f1b069ece,False,True,0.05,171.106.55.197
device_000281,desktop_mac,Android 4.3.1,Unknown,3e0a5f9f-89a0-4e8a-9c10-328f0cce4cd4,False,True,0.05,36.71.14.70
device_000282,tablet,Android 4.1.2,Unknown,a4062156-37a1-4b68-8e4e-18773e5d10f2,False,True,0.11,142.253.180.94
device_000283,mobile_android,Android 9,Unknown,38ef5b80-a656-4a58-a180-eaab5e0deef3,False,True,0.11,223.144.178.185
device_000284,desktop_linux,Android 6.0,Unknown,847263e6-3c72-4386-8b40-61dcdd7f901d,False,True,0.1,2.105.236.34
device_000285,desktop_linux,Android 4.2,Unknown,827d5b2a-1e34-42a7-9af5-8c540785e403,False,True,0.11,200.245.39.71
device_000286,desktop_windows,Android 10,Unknown,b6d30785-9f5d-4a23-9f0e-add48917c892,False,True,0.05,107.236.111.102
device_000287,desktop_mac,Android 2.3.6,Unknown,629a1386-30ac-456a-8152-a40436ca5f11,False,True,0.24,188.248.230.160
device_000288,desktop_mac,Android 2.3.5,Unknown,f4980b33-6686-4348-8f12-6565266cfed2,False,True,0.08,52.216.116.245
device_000289,desktop_linux,Android 12,Unknown,f82c8721-f42e-4f80-aff9-aa80421977de,False,True,0.01,210.18.109.31
device_000290,desktop_mac,Android 2.2.3,Unknown,96947f35-c11a-44e3-b40f-6203b9bf68ca,False,True,0.01,179.221.196.122
device_000291,desktop_windows,Android 12,Unknown,94deed8f-5492-4c1e-be59-7aaea1566025,False,True,0.08,194.246.231.125
device_000292,tablet,Android 12.1,Unknown,5ea70d87-8a8c-4db8-bcb7-f68a5d3d152c,False,True,0.29,100.214.35.173
device_000293,desktop_windows,Android 2.3.1,Unknown,824dccac-5f47-4728-94cf-09bccf9b0189,False,True,0.11,17.206.229.225
device_000294,desktop_windows,Android 6.0.1,Unknown,db60fc29-66a1-4fdb-9afa-fed27d95d80e,False,True,0.09,104.126.34.27
device_000295,mobile_android,Android 5.0,Unknown,517f9ba5-f8d4-428f-b12e-745e016af1d4,False,False,0.06,154.93.35.129
device_000296,mobile_ios,Android 1.0,Unknown,c855fa47-5521-4acf-80a8-6d1bc80ef576,False,True,0.01,29.29.161.205
device_000297,desktop_linux,Android 12,Unknown,e99f26db-7089-4b40-bcae-5be09c858909,False,True,0.04,173.130.228.63
device_000298,desktop_windows,Android 2.0,Unknown,527dbe24-35ed-457b-b016-6b162c5da5eb,False,True,0.02,8.248.234.188
device_000299,tablet,Android 7.1.2,Unknown,0fe8618a-430d-4f8b-8273-be949c79a74f,False,True,0.12,143.3.85.6
device_000300,mobile_ios,Android 4.4.2,Unknown,d76df477-54df-446a-9b63-1088df54e911,False,True,0.0,213.161.207.204
device_000301,mobile_ios,Android 14,Unknown,85f8edf6-5c15-4374-b747-3b75caf2b020,False,True,0.12,60.67.219.224
device_000302,mobile_android,Android 2.0.1,Unknown,c1f59a1d-ac58-4590-86a4-930cc1ad5113,False,True,0.18,105.165.188.100
device_000303,tablet,Android 5.1.1,Unknown,b7eaf01d-7348-46b8-9fd6-c85b0a03e5ba,False,True,0.02,98.171.182.145
device_000304,tablet,Android 5.0.1,Unknown,e33d40b7-fb03-4c1a-8450-85b3336f6519,False,True,0.03,142.114.252.7
device_000305,tablet,Android 4.1,Unknown,5ea86e37-3e4e-4998-8c97-cc1229a7e7ee,False,True,0.01,200.228.6.95
device_000306,mobile_ios,Android 3.0,Unknown,af12c668-eed5-48c5-8c28-8f8029d1ba3c,False,True,0.07,177.65.79.81
device_000307,desktop_windows,Android 1.6,Unknown,f8f8f52a-edc5-46e6-be5e-844ac9c33522,False,False,0.02,125.153.78.30
device_000308,tablet,Android 2.3.6,Unknown,ac767a37-ba78-405f-893b-3262eb1b244f,False,True,0.03,86.236.27.192
device_000309,desktop_linux,Android 4.0.1,Unknown,865d20b8-7a28-4e3f-ac5a-07adac7845da,False,True,0.21,23.96.166.137
device_000310,tablet,Android 2.0,Unknown,8f7d576b-6e0a-4d7b-98ee-f523e0f63eca,False,False,0.03,23.2.255.209
device_000311,mobile_ios,Android 4.3,Unknown,1b5d701b-ac14-407f-b544-96682e52a26e,False,True,0.08,115.171.188.124
device_000312,desktop_mac,Android 4.1.1,Unknown,6a02f239-ea85-4f9a-a35b-6d95b07c7d85,False,True,0.05,77.73.149.239
device_000313,mobile_ios,Android 4.1.2,Unknown,5cd4af43-3075-43cc-b40b-068330329fe6,False,True,0.01,97.221.163.68
device_000314,tablet,Android 7.1.2,Unknown,7ffd55b4-c981-43e3-9251-4920751b8da7,False,True,0.11,37.71.130.30
device_000315,desktop_linux,Android 5.1,Unknown,969bdb9b-1b7b-406b-853f-0aaec3a49c20,False,True,0.03,87.201.173.221
device_000316,mobile_android,Android 4.0,Unknown,78ea4f3a-bd95-46ae-90e3-c2a8edcb2ba2,False,True,0.03,54.209.150.132
device_000317,desktop_mac,Android 8.0.0,Unknown,3afa562a-df1c-4bd0-9333-ea68d0e393b7,False,True,0.02,21.8.242.3
device_000318,tablet,Android 2.0,Unknown,910d6c1a-7dab-4d77-97e2-ea92832f5bb9,False,True,0.1,99.109.237.240
device_000319,mobile_ios,Android 5.0.1,Unknown,99b4ef54-7de3-485f-bdd1-1a14d40b2056,False,True,0.17,119.79.28.104
device_000320,mobile_ios,Android 2.2.3,Unknown,ce19d697-a086-467b-aeca-da565f5c59a0,False,True,0.06,74.143.11.218
device_000321,desktop_windows,Android 6.0,Unknown,d2645409-0cd5-4760-98e2-a7ec914dd2c8,False,False,0.06,129.233.30.96
device_000322,mobile_android,Android 4.2.2,Unknown,4e1e2c20-0857-48be-a06f-ca15a1130d09,False,True,0.14,130.91.81.36
device_000323,desktop_linux,Android 1.0,Unknown,6777e268-772f-4a19-aef8-f46dca92e7d8,False,True,0.01,175.109.177.253
device_000324,mobile_android,Android 4.4,Unknown,193cf622-e415-4771-a986-b223ae331ade,False,True,0.29,117.91.243.146
device_000325,mobile_ios,Android 4.0.1,Unknown,b3c357b1-0771-441d-86fb-dcf2db925728,False,True,0.08,57.160.211.66
device_000326,desktop_mac,Android 4.4.3,Unknown,f26891e6-a0ad-41c3-a3c3-7d26ea1fcb23,False,True,0.06,144.117.125.137
device_000327,tablet,Android 14,Unknown,d1edb9bb-b94c-4eec-9043-f2eb75b0761c,False,True,0.02,50.77.196.204
device_000328,tablet,Android 9,Unknown,3bfeb383-8b9f-4a48-ab15-b112c6976518,False,True,0.05,17.0.128.187
device_000329,mobile_android,Android 9,Unknown,7f028e24-0099-4b99-9462-2652e57bda97,False,True,0.08,207.10.150.67
device_000330,tablet,Android 2.2.1,Unknown,f027b9b0-f135-4156-a3e1-7a86afe2b44d,False,True,0.01,102.190.89.76
device_000331,mobile_android,Android 7.1.1,Unknown,a009f06b-ec26-44b7-91c2-757abb0ce74e,False,True,0.11,57.13.77.172
device_000332,mobile_android,Android 8.0.0,Unknown,f0427924-7306-483f-a5bf-c40f68f63718,False,False,0.06,33.119.72.0
device_000333,mobile_ios,Android 2.2,Unknown,01615f7f-d04d-46f3-960f-cfe4528ffd3c,False,True,0.18,182.83.147.191
device_000334,desktop_linux,Android 5.0,Unknown,5b44492f-210c-4109-ab00-fefce8c30053,False,True,0.03,160.95.16.72
device_000335,tablet,Android 7.1.1,Unknown,c6a8df91-2f3f-4539-a402-8a267b9de04f,False,True,0.06,134.224.85.205
device_000336,tablet,Android 2.2,Unknown,1a9c5f8b-6d6d-4404-a1d2-b6d00b493e6c,False,True,0.01,203.204.214.112
device_000337,mobile_android,Android 7.1.1,Unknown,7a65fa49-44cb-4e07-aceb-f171fcd8e24b,False,True,0.06,186.107.42.194
device_000338,mobile_android,Android 13,Unknown,e1510f46-aef5-4717-8cec-393b81a033cb,False,True,0.02,37.159.193.129
device_000339,mobile_android,Android 14,Unknown,528bc2d5-1c40-4cab-910a-355505b5a2b8,False,True,0.07,119.30.247.214
device_000340,desktop_windows,Android 14,Unknown,18400e16-262b-4686-ae2c-79d178523666,False,True,0.25,45.183.114.240
device_000341,tablet,Android 4.0.1,Unknown,b864c896-855f-4387-9462-e6d574c0508a,False,True,0.13,220.122.87.238
device_000342,desktop_mac,Android 4.4.4,Unknown,8e7b51b4-0d68-4c27-a312-88655a922d99,False,True,0.06,57.246.254.181
device_000343,tablet,Android 4.2.1,Unknown,22fc6ddd-6805-4ede-a086-96b1af5fed2e,False,True,0.07,47.12.113.158
device_000344,desktop_windows,Android 7.1.2,Unknown,fcbaf11e-96b6-40f1-8d10-2e9b2ecb077d,False,False,0.03,32.11.85.127
device_000345,desktop_mac,Android 4.4.2,Unknown,f97bed6b-c376-4bfa-b2a3-ab92b817c69d,False,True,0.06,125.184.163.222
device_000346,mobile_ios,Android 2.2.1,Unknown,85a24382-3267-4822-876e-45f835e4a23d,False,True,0.04,79.55.32.196
device_000347,mobile_ios,Android 3.2.6,Unknown,f1441839-f95c-4b2a-b535-010f61e7687f,False,True,0.16,130.215.175.196
device_000348,desktop_linux,Android 1.6,Unknown,c4dbbc99-9364-4290-b4b2-74df553a6c94,False,True,0.12,58.159.122.202
device_000349,desktop_linux,Android 2.2.1,Unknown,986364d5-a5dd-4b6a-957e-a879648a8c65,False,True,0.27,109.107.118.106
device_000350,desktop_mac,Android 2.3,Unknown,d77fb77c-5915-40cb-983d-e5234f2eab6f,False,False,0.01,98.90.187.179
device_000351,mobile_ios,Android 2.3.1,Unknown,c49e22ec-8b4a-46d9-84ac-1c8323b438da,False,True,0.1,135.107.125.226
device_000352,desktop_linux,Android 1.0,Unknown,1e2713b5-746c-4be2-b4e8-ebc65277860e,False,True,0.05,142.63.67.30
device_000353,mobile_android,Android 5.0,Unknown,f37a5918-633a-4adb-b592-bafb2983c61a,False,True,0.03,6.125.80.150
device_000354,desktop_windows,Android 2.2.2,Unknown,78c7e35a-abde-4b0c-ad80-ce0bc21ccb01,False,True,0.01,70.125.141.186
device_000355,desktop_mac,Android 2.0.1,Unknown,6e6054d6-892e-46ef-96c8-3f8c5610ffec,False,True,0.17,184.241.62.14
device_000356,desktop_mac,Android 4.4.3,Unknown,aab8ed9f-6f89-4814-a7ba-216b2b7940e7,False,False,0.11,141.165.6.169
device_000357,desktop_linux,Android 3.2.2,Unknown,df8b1b6d-bbdd-494f-9878-33ed48fa1760,False,True,0.03,60.187.219.62
device_000358,tablet,Android 2.2.2,Unknown,9acd7dbc-2185-495e-be62-0fc1c569986c,False,True,0.01,212.51.173.68
device_000359,desktop_mac,Android 2.2.3,Unknown,641bd1d5-e9c0-484e-9058-a85f84484994,False,True,0.04,31.177.63.77
device_000360,mobile_ios,Android 4.4.4,Unknown,ec19ef25-86ff-45c6-bc6f-be906090a5f0,False,True,0.07,212.55.96.17
device_000361,tablet,Android 4.4.2,Unknown,e5db87e7-dda2-4124-8348-4e512fdca57b,False,True,0.0,159.179.88.86
device_000362,desktop_windows,Android 4.2,Unknown,e42b62bf-1d10-4e4c-907b-79cb8de01347,False,True,0.01,134.191.200.95
device_000363,mobile_android,Android 1.0,Unknown,d67f6b62-5fcc-4015-8854-1a8b5b3b991a,False,True,0.1,54.0.125.129
device_000364,mobile_ios,Android 6.0.1,Unknown,2611344e-4001-40d8-a8dc-041145612a7d,False,False,0.33,14.122.170.249
device_000365,tablet,Android 4.0.2,Unknown,63a71835-5b97-4031-a56d-b7c660b5198a,False,True,0.02,170.77.47.142
device_000366,tablet,Android 4.4.1,Unknown,f4ded3ab-6866-4e5b-b429-04bda426d452,False,True,0.1,125.77.127.235
device_000367,tablet,Android 4.0,Unknown,2fc121d9-ffd6-4f74-8252-9f25815cb632,False,True,0.03,172.71.33.80
device_000368,desktop_mac,Android 1.5,Unknown,1cebbf22-64da-4f3b-940a-e6c2a49592d8,False,True,0.06,150.75.249.232
device_000369,desktop_linux,Android 4.2,Unknown,ae870538-871f-48e8-bc6a-2f1b3955ace3,False,True,0.1,54.251.70.210
device_000370,mobile_android,Android 12.1,Unknown,ee5bbc5a-fd7b-4356-b611-784fe897860a,False,True,0.14,28.127.66.7
device_000371,mobile_android,Android 5.1,Unknown,b2f5d7c1-245e-4b83-8899-fb0d7eaac2a7,False,True,0.05,89.167.152.123
device_000372,tablet,Android 6.0,Unknown,476f1709-c6a7-4321-b89e-5e3852203db2,False,False,0.16,92.139.27.61
device_000373,desktop_mac,Android 6.0.1,Unknown,68bc72dd-d64e-4f45-9bae-616bd18947be,False,False,0.08,22.17.137.246
device_000374,mobile_android,Android 4.2.1,Unknown,59f9aa3f-a16f-4ea3-8aef-3df457f14407,False,True,0.0,17.120.155.245
device_000375,tablet,Android 2.3.7,Unknown,78aa9e9e-171a-4970-81b3-794c3130d497,False,True,0.34,68.6.164.189
device_000376,tablet,Android 2.0,Unknown,9a58f36c-b3c3-4f6f-960f-640c95af4063,False,True,0.03,49.129.74.252
device_000377,desktop_mac,Android 2.2,Unknown,45f60ce7-7cc4-440d-bf98-648c3a9d955a,False,True,0.13,84.139.189.149
device_000378,desktop_mac,Android 2.3.4,Unknown,4b982857-0603-426b-959a-373ee170782f,False,False,0.04,41.156.219.72
device_000379,mobile_android,Android 2.3.5,Unknown,3dc0d4b9-dc2c-485f-8283-35b0fce4a7b3,False,True,0.05,13.241.135.59
device_000380,desktop_windows,Android 2.3.2,Unknown,f5585a60-09ab-4f96-a549-5abe14ba4e06,False,True,0.0,179.244.93.31
device_000381,desktop_mac,Android 3.2.4,Unknown,1aa199d0-a476-46cd-8358-b15da732adc5,False,True,0.1,164.111.67.58
device_000382,tablet,Android 2.0.1,Unknown,82e22e0a-4323-4f9a-81f1-6bb8e9435701,False,True,0.06,157.204.0.124
device_000383,mobile_android,Android 2.2.3,Unknown,b728e41a-7aba-47fb-bd9d-04e0be670db9,False,True,0.03,179.23.233.78
device_000384,mobile_ios,Android 6.0.1,Unknown,f9326104-ff66-419c-bcfa-617d01905809,False,True,0.01,8.63.117.39
device_000385,mobile_android,Android 4.2,Unknown,98021131-32f3-4722-bf5f-972304fd1468,False,True,0.28,61.164.123.16
device_000386,desktop_linux,Android 3.2.4,Unknown,4533efa2-0764-4999-b282-34786e700b50,False,True,0.05,187.25.53.228
device_000387,tablet,Android 2.3.3,Unknown,3009dc31-d2e2-4d9f-a4f0-7fb0015be217,False,True,0.14,191.206.196.246
device_000388,desktop_windows,Android 4.4.2,Unknown,66c140b7-0968-4a98-897a-44b2e674a816,False,True,0.32,93.209.250.148
device_000389,tablet,Android 5.0.2,Unknown,dd44095b-2b5f-42dd-84e1-4bff013576c8,False,True,0.13,43.242.177.211
device_000390,desktop_mac,Android 2.2,Unknown,e17cb490-1f56-4b4d-83e5-6118bd379f89,False,True,0.01,136.57.105.51
device_000391,mobile_ios,Android 5.0,Unknown,02bd282a-0d53-4e11-99a6-71e8615718d3,False,True,0.09,148.14.215.207
device_000392,desktop_mac,Android 2.0,Unknown,4501319a-5bff-40ec-89c7-ac59c3aa529e,False,True,0.01,134.147.3.72
device_000393,tablet,Android 1.1,Unknown,4919fc2c-7b1d-45a1-a1be-749e98dd7464,False,False,0.16,25.117.4.67
device_000394,mobile_android,Android 5.0.2,Unknown,9b5ab3eb-8465-4536-b7a2-78a37236a8f6,False,True,0.18,161.78.80.73
device_000395,mobile_android,Android 11,Unknown,870a381b-41e2-4941-8a37-f6edf27919d3,False,True,0.01,206.209.249.202
device_000396,desktop_windows,Android 3.2,Unknown,d328ac9b-12dc-4d4f-8082-ded63b7779a6,False,False,0.12,71.214.190.62
device_000397,mobile_android,Android 4.2.2,Unknown,345bd35f-7c7b-4d7a-8ca4-7f789ffe4725,False,False,0.19,157.233.239.6
device_000398,desktop_windows,Android 2.2.1,Unknown,d4113cd4-d470-4058-8899-c2ff5848f0bf,False,True,0.03,159.195.241.112
device_000399,mobile_ios,Android 5.0,Unknown,cc1724d4-cd4c-4853-88de-62d055dff9e6,False,False,0.06,178.244.73.174
device_000400,tablet,Android 14,Unknown,9dcafd45-1362-437e-8594-08ed130764d5,False,True,0.09,137.210.16.207
device_000401,desktop_mac,Android 4.4,Unknown,6786a94e-67c3-48ce-9304-e06dbcdb056b,False,False,0.06,82.118.58.56
device_000402,mobile_android,Android 3.2.6,Unknown,d7cf0634-1616-4702-8035-f26555c92302,False,True,0.01,120.83.225.98
device_000403,mobile_ios,Android 6.0,Unknown,dfbf2a84-19cf-4609-90d9-a749d9980dc1,False,True,0.05,167.105.198.23
device_000404,desktop_linux,Android 3.0,Unknown,c094549d-1f3b-4797-9e78-74e0861cde54,False,True,0.08,54.155.175.72
device_000405,desktop_linux,Android 7.0,Unknown,c50c6594-d0d3-4894-b125-1d6008b38b3a,False,False,0.11,75.149.67.195
device_000406,mobile_android,Android 3.2.6,Unknown,d0bee59d-0c7b-4cfd-8664-9f9427ee00f7,False,True,0.1,213.71.243.95
device_000407,mobile_ios,Android 2.0,Unknown,b0a75077-6955-4be4-aa52-20171e27e0f9,False,True,0.04,140.164.216.105
device_000408,desktop_mac,Android 4.0.4,Unknown,0383b038-80bc-43ca-96c5-f0c41c8c16cc,False,True,0.03,220.212.16.77
device_000409,mobile_android,Android 2.3.3,Unknown,0f73c555-b4d5-45c7-9105-3c8ca0e2c73d,False,True,0.04,144.239.153.19
device_000410,tablet,Android 5.1,Unknown,6ed7cf2e-f9a1-4fd3-a749-dda82a78e34e,False,True,0.04,195.60.181.180
device_000411,mobile_android,Android 4.0,Unknown,0abb300d-8959-41a6-b035-79ea9b1f7c05,False,True,0.03,190.247.65.98
device_000412,desktop_mac,Android 5.0.1,Unknown,f82917d0-965d-4e61-a8ff-1a6595d15306,False,True,0.23,164.9.233.214
device_000413,tablet,Android 2.3.2,Unknown,d7cfbcc9-9eeb-41a8-9fc3-2d5cbfdcf0c6,False,True,0.18,144.131.56.22
