ip,country,city,isp,is_proxy,is_vpn,is_tor,risk_score
134.191.200.95,JP,New Janeville,"Farmer, Dalton and Williams",False,False,False,0.03
54.0.125.129,BR,North Calvin,Kirby Group,False,True,False,0.9
14.122.170.249,UK,Kimberlyside,King Ltd,False,False,False,0.03
170.77.47.142,FR,Meadowsview,Brock PLC,False,False,False,0.02
125.77.127.235,US,Juanstad,Wilkins Inc,False,False,False,0.18
172.71.33.80,US,Careymouth,Peterson-Reynolds,False,False,False,0.03
150.75.249.232,US,South Jonathanview,Torres Ltd,False,False,False,0.01
54.251.70.210,BR,Spearsmouth,White-Charles,False,False,False,0.03
28.127.66.7,UK,New Lindsayborough,Davis LLC,False,False,False,0.09
89.167.152.123,UK,South Veronicafurt,"Flores, Knox and Taylor",False,False,False,0.15
92.139.27.61,IN,Millerfurt,Taylor-Ball,False,False,False,0.14
22.17.137.246,IN,Candiceberg,Morton-Ross,False,True,False,0.46
17.120.155.245,CA,South Mikeburgh,Reese-Underwood,False,False,False,0.09
68.6.164.189,US,Lydiafort,Clark Ltd,False,False,False,0.0
49.129.74.252,DE,East Matthew,Carey-Myers,False,False,False,0.01
84.139.189.149,UK,Carolineland,White-Cox,False,False,False,0.09
41.156.219.72,CA,Lake Michaelbury,Gonzalez-Miller,False,True,False,0.79
13.241.135.59,AU,Smithbury,Beck-Allen,False,False,False,0.02
179.244.93.31,UK,New Christopherberg,"Nelson, Scott and Manning",False,False,False,0.33
164.111.67.58,CA,West Michelleside,Hunt-Baker,False,False,False,0.29
157.204.0.124,FR,Vargasside,Norris LLC,False,False,False,0.11
179.23.233.78,UK,South Sarahberg,Davis Group,False,False,False,0.2
8.63.117.39,UK,Port Erinfurt,Hensley and Sons,True,False,False,0.77
61.164.123.16,DE,Cochranmouth,Gordon-Hayes,False,False,False,0.0
187.25.53.228,US,South Jason,"Turner, Mills and Patel",True,False,False,0.76
191.206.196.246,CA,West Lance,"Lopez, Fowler and Harris",False,False,False,0.13
93.209.250.148,JP,New Anthony,Mercer LLC,False,False,False,0.14
43.242.177.211,BR,Mooreview,Sanders-Graham,False,False,False,0.03
136.57.105.51,US,Evanshaven,Miller-Ortega,False,False,False,0.1
148.14.215.207,DE,North Gabriella,Love Group,False,False,False,0.13
134.147.3.72,CA,Kimberlyberg,Anderson-Douglas,False,False,False,0.2
25.117.4.67,US,West Kristyview,Smith Inc,False,False,False,0.07
161.78.80.73,IN,Sandrastad,Garza PLC,False,False,False,0.08
206.209.249.202,FR,Collinsborough,Jones PLC,False,False,False,0.16
71.214.190.62,DE,Jeremybury,Floyd-Cantu,False,False,False,0.04
157.233.239.6,CA,North Anthonyton,"Harris, Schultz and Perez",False,False,False,0.01
159.195.241.112,IN,Joanneside,"Kelly, Arnold and Gutierrez",False,False,False,0.01
178.244.73.174,US,Huntton,"Ferrell, Lamb and Anderson",False,False,False,0.24
137.210.16.207,IN,Lawsonborough,Kim-Hull,False,False,False,0.28
82.118.58.56,AU,East Jasonburgh,Lopez PLC,False,False,False,0.08
120.83.225.98,FR,Smithmouth,Jennings LLC,False,False,False,0.19
167.105.198.23,FR,Stevefort,Smith-Smith,False,False,False,0.07
54.155.175.72,MX,Smithmouth,Rivers-Taylor,False,False,False,0.08
75.149.67.195,FR,North Bianca,Trevino PLC,False,False,False,0.08
213.71.243.95,US,Petersview,Anderson-Green,False,False,False,0.01
140.164.216.105,UK,West Jenniferstad,"Willis, Roberson and Hudson",False,False,False,0.03
220.212.16.77,JP,Johnsonview,"Gomez, Hall and White",False,False,False,0.05
144.239.153.19,JP,West Adriana,"Hill, Johns and Hart",False,False,False,0.01
195.60.181.180,US,Bellberg,White-Johnson,False,False,True,0.95
190.247.65.98,US,South Katherinetown,Hansen-Swanson,False,False,False,0.1
164.9.233.214,FR,North Hannahmouth,"Bailey, Ward and Mercer",False,False,False,0.07
144.131.56.22,DE,North Cindy,Berry-Gonzalez,False,False,False,0.13
101.209.250.90,MX,Lake Phillip,"Crawford, Burns and Murray",False,False,False,0.02
27.183.38.134,AU,West Kristina,Jones-Bass,False,False,False,0.2
80.112.11.101,MX,New Michaelside,Choi Ltd,False,False,False,0.07
111.220.186.143,JP,East James,"Smith, Shepherd and Atkinson",False,False,False,0.19
33.195.174.77,UK,North Charlesbury,"Rodriguez, Parker and Rasmussen",False,False,False,0.05
44.185.76.31,FR,Bonillafort,"Moore, Jones and Haney",False,False,False,0.1
89.51.177.43,US,Port Sarahview,Padilla-Smith,False,False,False,0.05
62.204.26.230,BR,New Doris,James PLC,False,False,False,0.01
23.101.183.40,US,Hayeston,"Lowe, Wilson and Owen",False,False,False,0.17
29.213.204.83,CA,Jeffreyburgh,Cox Group,False,False,False,0.03
192.40.138.234,US,Christinefort,Beck Ltd,False,False,False,0.02
60.105.95.66,IN,East Kayla,Owens-Wilson,False,False,False,0.05
38.34.208.150,UK,Loweborough,"Stokes, Cross and Horn",False,False,False,0.09
166.200.191.69,UK,Richardside,"Herrera, Davidson and Pierce",False,False,False,0.12
85.244.20.51,JP,Gonzalezstad,"Gray, Donaldson and Atkins",False,False,False,0.17
173.142.110.210,MX,Hillfort,Jackson and Sons,False,False,False,0.11
31.196.249.69,US,Dyerstad,"Long, Wiggins and Baker",False,False,False,0.02
14.50.40.219,FR,Montgomeryshire,"Baker, Ramos and Miller",False,False,False,0.09
170.244.87.18,US,Melissaview,Holland-Love,False,False,False,0.09
122.234.150.126,US,South Tyler,"Holland, Hansen and Nelson",False,False,False,0.12
46.135.3.221,AU,Marvintown,Alexander LLC,False,False,False,0.11
2.33.81.173,AU,Warrenstad,Patel and Sons,False,False,False,0.03
214.8.25.238,UK,Lake Catherine,Russell Group,True,False,False,0.98
193.21.246.232,JP,Lisatown,Walker-Clark,False,False,False,0.05
64.21.109.246,UK,Robinsonview,Edwards Inc,False,False,False,0.01
46.191.223.101,FR,Welchchester,Harris LLC,False,True,False,0.43
29.170.82.75,FR,Heatherfurt,Reese-Wright,False,False,False,0.25
214.74.68.206,UK,Bakermouth,"Thomas, Brown and Friedman",False,False,False,0.09
161.29.247.45,JP,North Andrewfort,Williams-Brock,False,False,False,0.04
148.252.71.144,AU,South Kerryhaven,Vargas-Murray,False,False,False,0.09
102.201.6.22,BR,Port Mary,Miller-King,False,False,False,0.05
27.224.232.216,US,Janicefort,"Lawrence, Wyatt and Johnson",False,False,False,0.0
139.189.53.227,DE,Johnsonmouth,Barber PLC,False,False,False,0.28
62.27.198.132,US,South Christopherside,"Dunlap, Pugh and Greene",False,False,False,0.11
220.197.165.155,DE,Port Jefferyville,Lopez Group,False,False,False,0.03
51.11.207.123,IN,Lake Jillborough,Jimenez PLC,False,False,False,0.05
64.191.209.254,US,Rileyton,"Lang, Sullivan and Davidson",False,False,False,0.08
221.172.146.55,CA,Billyton,Rose-Juarez,False,False,False,0.03
24.154.221.217,CA,Port Alex,Holmes-Mack,True,False,False,0.71
100.212.28.184,UK,Hannahtown,Rich-Oliver,False,False,False,0.0
96.118.72.162,CA,East Davidmouth,"Booth, Hunter and Conner",False,False,False,0.02
164.25.236.67,FR,Lake Stacy,Vasquez-Stone,False,False,False,0.09
174.22.183.162,MX,Pamelaside,"Hopkins, Santana and Barajas",False,False,False,0.12
75.234.138.240,UK,South Conniestad,Smith-Reeves,False,False,False,0.07
104.221.136.79,US,Lake Michaelborough,"Johnson, Anderson and Meza",False,False,False,0.11
46.3.49.86,US,New Lynnburgh,Howard Group,False,False,False,0.17
120.6.150.168,US,North Scott,"Watkins, Pratt and Hill",False,False,False,0.09
167.104.21.149,UK,East Anthony,Delacruz Ltd,False,False,False,0.06
100.41.198.24,UK,North Kellyborough,Beck PLC,False,False,False,0.01
152.155.205.132,US,Port Rebekah,Rice-Martinez,False,False,False,0.19
1.28.160.252,US,Kennethport,"West, Herman and Howard",False,False,False,0.2
141.23.187.145,UK,West Mariah,Little-Murphy,False,False,False,0.11
37.106.213.223,MX,South Dustin,"Lopez, Robertson and Taylor",False,False,False,0.26
169.90.227.160,UK,New Matthewstad,Lucas-Jennings,True,False,False,0.56
53.169.32.229,FR,East Brianhaven,Andrews Ltd,False,False,False,0.01
171.12.21.196,US,Hughesmouth,Summers LLC,False,False,False,0.05
2.117.228.74,UK,Jillianhaven,"Taylor, Scott and Russell",False,False,False,0.02
85.70.162.101,UK,South Sarahchester,"Conrad, Reed and Bell",False,False,False,0.01
53.73.254.149,UK,Port Bryanberg,"Hernandez, Gonzales and Rivera",False,False,False,0.21
190.118.255.54,UK,Peckview,Andrews-White,False,False,False,0.07
211.194.84.145,CA,East Willie,York Ltd,False,False,False,0.04
31.9.185.171,IN,North Trevorport,Orozco-Greene,False,False,False,0.16
6.123.252.45,CA,Murrayview,"Bruce, Garcia and Simmons",False,False,False,0.04
149.209.158.127,BR,Hopkinsfort,Moore LLC,False,False,False,0.02
33.233.109.25,FR,Port Shannon,Baker-Navarro,False,True,False,0.57
39.238.98.191,US,Port Valerie,Hernandez-Webb,False,False,False,0.03
96.128.133.3,UK,Lisaville,"Burton, Hill and Crawford",False,False,False,0.03
82.27.82.187,UK,Matthewbury,Gomez-Dean,False,False,False,0.2
219.162.10.197,FR,Solisville,Gay-Huber,False,False,False,0.01
103.239.67.22,US,Perryton,"Hoover, Salazar and Blake",False,False,False,0.0
196.93.219.139,JP,New Robertton,Harris-Wells,False,False,False,0.01
223.22.238.65,MX,Katieland,"Robbins, Bryant and Hall",False,False,False,0.01
2.47.85.212,DE,Port Casey,"Fisher, Mills and Sosa",False,False,False,0.06
4.50.15.149,UK,North Miguelside,Harper Inc,True,False,False,0.75
45.24.81.92,US,North Evan,Williams-Carr,False,False,False,0.11
143.48.250.141,US,New Ryan,Matthews-Lopez,False,False,False,0.08
143.29.247.235,UK,Stoneland,"Patel, Lewis and Phillips",False,False,False,0.01
14.152.109.215,MX,Reynoldsbury,"Macias, Gilmore and Brock",False,False,False,0.15
6.100.78.100,BR,East Kellyfurt,Carter-Ramirez,False,False,False,0.2
33.235.74.184,CA,Stevenside,Miranda and Sons,False,False,False,0.0
155.200.49.254,DE,Allenmouth,"Davis, Steele and Wells",False,False,False,0.04
124.172.208.169,FR,Paulmouth,"Davis, Randolph and Scott",False,False,False,0.19
197.86.255.155,AU,North Lisa,Morton-Powell,False,True,False,0.56
98.59.178.86,AU,East Courtneyshire,Bradford PLC,True,False,False,0.61
123.27.218.209,UK,Barneshaven,Benjamin Inc,False,False,False,0.1
170.149.101.65,IN,Lake Kelsey,"Proctor, Brewer and Adams",False,False,False,0.04
67.91.97.210,CA,South Jared,Mann-Ayala,False,False,False,0.02
192.57.7.118,DE,New Robert,Mann-Mayo,False,False,False,0.06
23.211.211.49,AU,West Kristinmouth,"Cruz, Mcbride and Preston",False,False,False,0.09
151.204.57.238,IN,Shawside,"Smith, Tanner and Rogers",False,False,False,0.04
223.83.200.167,UK,Greenview,"Baker, Donaldson and Sexton",False,False,False,0.01
27.195.191.143,FR,Rodriguezchester,Lee-King,True,False,False,0.87
104.251.180.212,AU,Edwardhaven,Ramos-Bryant,False,False,False,0.08
212.100.169.229,BR,East Markshire,Armstrong PLC,False,False,False,0.06
129.99.145.28,UK,Robertville,Walker PLC,False,False,False,0.22
69.155.21.235,US,Vanessaburgh,Mckinney PLC,False,False,False,0.02
221.36.235.5,IN,East Melissa,"Garza, Moran and Chan",False,False,False,0.02
102.98.22.101,JP,South Billyhaven,"Waller, Doyle and Henry",False,False,False,0.01
40.31.73.167,UK,New Josephmouth,"Osborne, Hull and Carpenter",False,False,False,0.18
33.86.233.25,US,Melaniefort,Warner LLC,False,False,False,0.11
71.60.113.205,AU,Jasonhaven,Williams Inc,False,False,False,0.05
27.184.145.168,DE,East Billyland,Larson and Sons,False,False,False,0.11
93.43.104.82,US,Matthewborough,Rodriguez-Murillo,False,False,False,0.01
194.158.183.175,US,West Johnberg,Campbell-Marsh,False,False,False,0.02
58.81.166.127,BR,Raymondton,Walker Group,False,False,False,0.03
219.98.188.164,US,Williamchester,King LLC,False,False,False,0.07
58.241.112.235,MX,Bentleyton,"Allen, Soto and Kennedy",False,False,False,0.16
84.25.249.238,IN,North Adrianstad,"Bruce, Lowery and Leblanc",False,False,False,0.02
64.44.229.243,DE,Stevenland,Mata Inc,False,False,False,0.01
168.232.67.128,JP,Port Henry,Diaz and Sons,False,False,False,0.09
183.103.48.169,CA,Lake Michelleview,"Campbell, Aguilar and Flores",True,False,False,0.69
221.101.51.3,BR,Thomaston,Perkins-Lopez,False,False,False,0.03
142.138.122.209,AU,East Josephfurt,"Baker, Brady and Mueller",False,False,False,0.03
176.201.28.187,UK,Lake Austin,Chase Ltd,False,False,False,0.02
51.129.138.101,MX,Port Leslieton,"Walker, Mitchell and Hampton",False,False,False,0.13
118.170.150.174,DE,Port John,Olson-Barton,False,False,False,0.08
96.108.105.74,US,New Loriport,Sullivan LLC,False,False,False,0.02
30.93.253.72,IN,Lake Deborahville,Smith-Levy,False,False,False,0.06
19.143.237.33,FR,West Jane,"Jackson, Roach and Davenport",False,False,False,0.02
223.15.250.251,US,South Dawnside,James-Rodriguez,False,False,False,0.17
151.255.154.70,JP,West Cassandrafort,"Young, Norris and Hart",False,True,False,0.34
178.54.204.164,JP,Lake Michaelstad,"Miller, Gray and Hammond",False,False,False,0.03
113.45.157.3,JP,Chapmanfurt,Schneider-Johnson,False,False,False,0.12
177.97.145.220,DE,Bellport,Clayton-Werner,False,False,False,0.04
151.151.71.96,FR,Smithfort,Hancock-Smith,False,False,False,0.02
32.202.87.135,UK,Medinamouth,Thomas-David,False,False,False,0.13
21.31.169.226,JP,Johnsonberg,"Sandoval, French and Fuentes",False,False,False,0.17
91.233.57.238,BR,Lake Davidbury,Roberson-Matthews,False,False,False,0.19
128.57.38.109,BR,Lake Tannerton,Vang Group,False,False,False,0.03
129.139.60.22,DE,Sarahhaven,Marshall-Henry,False,False,False,0.05
161.90.161.171,US,Emilymouth,Wolfe PLC,False,False,False,0.03
211.55.194.181,JP,New Matthewfurt,Hamilton-Maynard,False,False,False,0.03
103.69.144.183,US,Petershire,"Rodriguez, Watkins and Jackson",False,False,False,0.05
39.176.38.212,US,West Richard,"Bass, Peck and Bates",False,False,False,0.29
181.151.53.82,CA,Bradyfort,Rodriguez-Owens,False,False,False,0.17
221.80.104.72,US,Lopezside,Arnold Ltd,False,False,False,0.07
31.228.116.101,US,Williamport,Hayes-Allen,True,False,False,0.74
147.164.42.172,BR,New Joe,Munoz-Garza,False,False,False,0.01
106.80.67.47,US,Port Christopherborough,Terry LLC,False,False,False,0.04
135.224.175.126,US,South Lisa,Ray PLC,False,False,False,0.2
203.88.54.9,MX,West John,Lewis Inc,False,False,False,0.07
191.78.248.234,US,North Manuel,Moreno-Robertson,False,False,False,0.03
47.17.38.82,US,Meganburgh,Norris-Brown,False,False,False,0.0
191.181.241.24,CA,Timothyville,Lopez and Sons,False,False,False,0.05
140.155.31.29,IN,Julieville,Hall-Beltran,False,False,False,0.02
78.37.83.238,US,South Deannahaven,Rogers-Cantu,False,False,False,0.46
145.184.199.73,US,Brookston,Nguyen-Olson,False,False,False,0.12
178.134.42.81,FR,Turnerland,Caldwell and Sons,False,True,False,0.92
141.53.150.232,US,Johnland,Vaughn Group,False,False,False,0.18
73.1.153.28,DE,Mooreview,"Johnson, Cobb and James",False,False,False,0.03
27.70.91.167,UK,Lopezview,Gonzalez Inc,False,False,False,0.06
7.175.85.71,UK,Port Abigailmouth,Smith-Armstrong,False,False,False,0.21
116.92.131.53,AU,Laurieton,"Jones, Evans and Hodge",False,False,False,0.02
121.139.42.25,AU,Joshuashire,Wilson Inc,False,False,False,0.3
168.36.90.149,UK,Carrville,Chung Ltd,False,False,False,0.16
52.138.153.201,US,New Kristopher,"Barron, Jones and Davis",False,False,False,0.13
76.18.224.133,US,Stephenfurt,Day Group,False,False,True,0.8
170.165.62.149,UK,Lopezmouth,Campbell-Hays,False,False,False,0.13
211.243.57.192,FR,West Jenna,Dean-Dominguez,False,False,False,0.0
146.53.24.217,AU,South Maryland,Sanchez-Phillips,False,False,False,0.02
35.248.197.248,IN,Marissaview,Jennings-Le,False,False,False,0.01
47.253.77.103,US,North Scottstad,Myers LLC,False,False,False,0.05
69.119.81.157,JP,North Rita,Carter Inc,True,False,False,0.65
36.79.223.72,CA,Robertsonmouth,King-Greer,False,False,False,0.22
124.196.88.204,MX,Lake James,Ward-Lara,False,False,False,0.06
9.19.208.1,CA,Rebeccamouth,"Wilson, Lucas and Garcia",False,False,False,0.02
181.116.52.244,DE,Lake Markport,"Thompson, Miller and Richards",False,False,False,0.19
134.145.184.72,CA,Ernestshire,"Nelson, Rodriguez and Rodriguez",False,False,False,0.02
182.236.189.210,US,Heatherfurt,"Perkins, Carpenter and Mitchell",False,False,False,0.12
41.216.115.243,US,North Mariatown,Cole Inc,False,False,False,0.19
83.95.221.26,DE,Ryanhaven,"Horne, Myers and Cox",False,False,False,0.04
5.44.205.20,AU,Lopezville,Bates Group,False,False,False,0.1
200.104.57.83,MX,Collinsview,"Fowler, Martinez and Stout",False,False,False,0.12
97.50.62.145,DE,New Diamondville,Lee PLC,False,False,False,0.07
214.247.161.91,MX,West Richardside,Eaton and Sons,False,False,False,0.04
98.1.113.246,MX,Lake Davidview,Thompson-Long,False,False,False,0.08
138.30.72.188,CA,East Lawrenceview,Allen Group,False,False,False,0.12
167.43.199.193,US,Cruzport,Montgomery Ltd,False,False,False,0.15
159.149.100.230,FR,Ericksonfort,Williams-Ryan,False,False,False,0.21
20.74.126.135,IN,North Shanemouth,Leon Ltd,False,True,False,0.43
77.254.146.200,IN,Port Mitchellland,Watts PLC,False,False,False,0.09
194.148.28.189,UK,Laurenberg,Hill-Reynolds,False,False,False,0.05
221.250.210.159,US,New Gregory,Goodwin-Ashley,False,False,False,0.06
148.107.133.165,DE,East Angela,Ballard and Sons,False,False,False,0.04
152.103.168.119,FR,Lake Courtney,Dunn-Simmons,False,False,False,0.25
17.69.123.48,CA,Henrybury,Mckee-Bryant,False,False,False,0.12
87.128.118.103,AU,North Lori,"Simmons, Lane and Lopez",False,False,False,0.01
148.102.96.11,JP,West Jasmine,"Brown, Smith and Harrison",False,False,False,0.01
27.255.164.66,CA,Lake Angelicaport,"Campbell, Lane and Salazar",False,False,False,0.08
98.197.163.107,MX,Graychester,"Rubio, Martinez and Jones",False,False,False,0.04
165.188.4.194,MX,New Kimberlyview,"Ramirez, Howard and Goodman",False,False,False,0.25
218.166.99.10,IN,Craigborough,"Johnson, Murphy and Jones",False,False,False,0.08
90.118.77.23,US,Lake Haley,Mccall Ltd,False,False,False,0.01
90.73.64.206,BR,Parkerville,"Hall, Valencia and Huynh",False,False,False,0.02
54.192.54.96,CA,Port Matthewtown,Brown-Young,False,False,False,0.21
80.177.48.196,DE,South Michelle,Bridges-Buchanan,False,False,False,0.0
209.67.229.249,AU,Port Erika,Schultz PLC,False,False,False,0.1
69.33.164.61,DE,Brownhaven,"Valdez, Hudson and Hall",False,False,False,0.01
148.125.117.30,AU,Port David,Alexander LLC,False,False,False,0.19
119.247.252.190,FR,North Christopher,"Skinner, Harris and Mooney",False,False,False,0.05
220.227.83.224,UK,East Brian,Dennis-Cook,False,False,False,0.03
129.175.171.22,DE,East Lisaside,Hicks Inc,False,False,False,0.09
147.15.208.188,FR,Jenniferton,Anderson PLC,False,False,False,0.09
48.46.81.178,US,New Christopherton,Holmes Group,False,False,False,0.01
62.30.4.77,US,Mayborough,Malone LLC,False,True,False,0.59
208.88.5.247,US,Lake David,Ramirez Ltd,False,False,True,0.39
144.95.60.187,US,Lake Jamie,Anderson-Williams,False,False,False,0.31
66.225.6.141,DE,West Megantown,Smith LLC,False,False,False,0.03
102.240.9.240,US,Michaelmouth,"Turner, Williams and Kennedy",False,False,False,0.01
136.47.144.237,AU,New Susan,Fischer-Cowan,False,False,False,0.01
69.114.14.77,US,Grayland,"Mills, Duran and Vance",False,False,False,0.08
190.134.205.32,UK,Hendersonmouth,Hancock-Robinson,False,False,False,0.06
18.114.85.13,UK,Port Jason,"Miller, Maddox and Walker",False,False,False,0.04
138.73.131.113,US,West Williambury,Hill Inc,False,False,False,0.03
58.59.159.246,US,Lake Jillmouth,"Walker, Wilson and Peters",False,False,False,0.03
28.227.62.111,MX,Jessicaton,Sims Inc,False,False,False,0.04
218.53.59.254,BR,Christineshire,Saunders PLC,False,False,False,0.11
118.66.193.74,BR,North Michael,Wilcox-Burke,False,False,False,0.05
156.172.252.179,JP,Lake Annaview,Hahn and Sons,False,False,False,0.09
168.233.132.47,BR,East Tiffanymouth,"Jones, Kelly and Ellis",False,False,False,0.03
98.197.91.46,CA,Faithstad,"Rogers, Robinson and Flores",False,False,False,0.11
204.73.192.60,UK,Blakehaven,"Watkins, Gutierrez and Mcdonald",False,False,False,0.01
213.69.145.243,UK,Port Daniel,Yang Group,False,False,False,0.27
128.149.229.14,IN,Andrewport,Wolf-Jones,False,False,False,0.21
185.113.2.141,IN,Garciamouth,Barnett-Medina,False,False,False,0.06
216.241.146.53,US,North Stephanieport,"Patterson, Webb and Boyd",False,False,False,0.27
200.152.130.98,BR,Martinezport,Colon-Woodward,False,False,False,0.06
154.133.253.90,UK,Millertown,Shaw Group,False,False,False,0.09
114.131.50.19,AU,Steventon,"Mitchell, Carter and Floyd",False,False,False,0.4
20.78.172.159,IN,Marychester,"Knight, Austin and Webb",False,False,False,0.21
131.212.115.20,US,Lake Kimberly,Yates-Perez,False,False,False,0.05
167.19.180.40,JP,West Richard,"Martin, Mcdonald and Campbell",True,False,False,0.4
76.67.251.120,UK,North Williamport,Taylor Inc,False,False,False,0.05
220.32.103.40,US,Collinville,Ford PLC,False,False,False,0.09
223.48.42.78,UK,North Johnbury,Nelson-Daniel,False,False,False,0.19
56.103.194.137,CA,Phillipsmouth,James LLC,False,False,False,0.09
212.244.106.63,UK,North Charles,Scott-Walsh,False,False,False,0.19
129.186.173.227,CA,North Nicholas,Garcia-Mclaughlin,False,True,False,0.51
66.29.119.204,BR,Monicaburgh,Levine LLC,False,False,True,0.7
110.200.3.164,BR,Valdezbury,"Webster, Velasquez and Castro",False,False,False,0.13
59.41.178.242,AU,North Marissaville,"Edwards, Duran and Duncan",False,False,False,0.02
124.145.17.178,DE,Connerland,"Hill, Wilcox and Edwards",False,False,False,0.13
186.34.167.164,JP,South Alyssa,"Davidson, Wood and Ferguson",False,False,False,0.05
169.79.154.19,AU,East Laurenberg,Reed LLC,True,False,False,0.6
172.114.156.249,US,Lake Jillian,"Cook, Newman and Romero",False,False,False,0.13
63.187.204.157,US,Brandonfort,"Wade, Miller and Parks",False,False,False,0.03
165.197.122.40,US,Kristinaport,Howard LLC,False,False,False,0.07
31.112.3.195,UK,Justinview,"Myers, Bauer and Sanchez",False,False,False,0.06
35.98.55.146,CA,South Alanshire,"Russo, Bradshaw and Price",False,False,False,0.13
93.71.66.249,UK,Lindaborough,Ford-Perez,False,False,False,0.15
217.73.193.188,CA,Smithville,Martinez LLC,False,False,False,0.17
27.136.230.114,AU,Lisastad,"Gonzalez, Graham and Davis",False,False,False,0.14
78.62.77.233,BR,Port Crystal,Harrison-Alexander,False,False,False,0.19
40.181.119.207,US,Elizabethville,"Woods, Harris and Jennings",False,False,False,0.03
117.242.158.66,UK,Lake Marciashire,Wright-Walters,False,False,False,0.11
206.17.186.149,US,Sharonmouth,"Berry, Moore and Middleton",False,False,False,0.01
95.245.196.129,US,Ashleyview,House-Torres,False,False,False,0.01
150.168.147.198,CA,Quinnville,West and Sons,False,False,False,0.04
25.54.115.125,AU,South Jessica,"Perez, Horn and Huynh",False,False,False,0.03
213.42.51.65,UK,New Tammie,Huffman-Rocha,True,False,False,0.36
61.139.255.31,US,Hullview,"Johnson, Estrada and Good",False,False,False,0.01
188.118.72.32,MX,Elizabethville,Martin Group,True,False,False,0.69
9.246.221.70,FR,West Adamberg,"Booth, Anderson and Higgins",False,False,False,0.1
82.175.94.44,CA,Brianaburgh,"Madden, Meza and Ramos",False,False,False,0.1
24.187.168.132,BR,East Colleen,Lyons-Robinson,False,False,False,0.03
175.167.138.55,AU,Lake Kristin,"Alexander, Richmond and Franklin",False,False,False,0.15
86.15.197.90,US,North Alexanderfurt,Burns and Sons,False,False,False,0.1
122.2.212.14,IN,Hubershire,"Cobb, Mata and House",False,False,False,0.06
119.242.142.241,US,West Rachelfort,Rodriguez Inc,False,False,False,0.15
97.142.109.211,CA,New Shawntown,"Patrick, Mcneil and Williams",False,False,False,0.13
171.222.72.75,DE,Hornbury,Haas PLC,False,False,False,0.03
197.25.194.200,US,Lake Larrymouth,English and Sons,False,False,False,0.26
151.225.43.143,IN,New Edwardside,"Smith, Lawson and Kennedy",False,False,False,0.08
94.144.209.214,US,Port Ericville,"Silva, Goodwin and Ramirez",False,False,False,0.02
117.44.112.0,US,Bartonberg,Clark LLC,False,False,False,0.01
200.117.191.92,US,Wardtown,Jackson Inc,False,False,False,0.3
160.12.100.47,UK,Sheilamouth,Smith-Blevins,False,False,False,0.03
78.37.112.79,JP,North Scottside,Snyder-Bailey,False,False,False,0.36
53.163.44.190,JP,New Matthewville,Rogers-Phillips,False,False,False,0.12
107.248.63.184,JP,Gutierrezport,"Long, Griffin and Shaw",False,False,False,0.01
71.253.96.213,CA,Katieberg,Parker and Sons,False,False,False,0.0
186.93.210.14,BR,Lake Stephanieview,Thomas-Tucker,False,False,False,0.02
121.140.10.50,US,Cassandraborough,"Strong, Rodriguez and Mueller",False,False,False,0.05
17.18.136.81,MX,Petersside,"Wiley, Barnes and Dixon",False,False,False,0.15
15.36.240.186,UK,Christineland,Foster Group,False,False,False,0.16
155.113.81.194,MX,Stefaniehaven,Weber-Delgado,False,False,False,0.21
6.137.71.153,AU,South Thomas,Rasmussen LLC,False,False,False,0.06
211.129.36.230,US,Yangstad,"Santiago, Boyd and Thomas",False,False,False,0.05
197.193.16.146,IN,West Scottport,Olson PLC,False,False,False,0.03
36.94.146.80,US,Brooksshire,Odom Ltd,False,False,False,0.11
183.14.245.75,UK,South Stephanie,Parsons-Wilson,False,False,False,0.06
62.246.10.245,CA,North Eric,Smith PLC,False,False,False,0.07
27.42.103.182,AU,West Jimport,Peterson Group,False,False,False,0.04
64.13.195.203,FR,Sabrinaside,Russell PLC,False,False,False,0.13
141.39.142.136,BR,East Rachelview,Nicholson and Sons,False,False,False,0.01
44.25.93.99,IN,New Zachary,Oconnor-Herrera,False,False,False,0.03
222.30.59.233,UK,Lake Tyroneton,Williams-Jimenez,False,False,False,0.0
81.202.177.176,IN,East Monica,Haney LLC,False,False,False,0.1
191.159.87.104,BR,Patriciaport,Hughes Group,False,False,False,0.14
152.107.192.58,IN,New Renee,Kim-Golden,False,False,False,0.06
223.172.97.216,BR,Marissamouth,Compton-Whitaker,False,False,False,0.04
20.198.148.125,UK,Kathleenfort,Jones-Jackson,False,False,False,0.3
46.247.171.142,US,West Danielhaven,"Harrison, Barnes and Fletcher",False,False,False,0.08
74.78.94.74,BR,East Jennifer,"Kane, Davenport and Warren",False,False,False,0.01
65.134.28.27,US,South Hollyville,Callahan and Sons,False,False,False,0.04
49.122.138.189,FR,Sandrastad,Chavez-Pope,False,False,False,0.05
49.4.207.86,MX,Lake Stephaniefurt,Smith-Stewart,False,False,False,0.01
134.81.154.1,DE,Jenningsport,Alexander-Morales,False,False,False,0.1
188.200.177.46,CA,Lisachester,Morales-King,False,False,False,0.11
86.148.22.175,UK,North Vincent,"Hebert, Horn and Taylor",False,False,False,0.01
52.133.157.178,BR,North Travis,Roberts PLC,False,False,False,0.24
15.205.106.175,UK,South Michael,"Hill, Jackson and Jordan",False,False,False,0.01
154.129.128.31,AU,New Margaret,Bowers-Hall,False,False,False,0.09
164.104.250.60,US,North Noahfort,Torres Group,False,False,False,0.01
