transaction_id,timestamp,card_id,user_id,merchant_id,location_id,device_id,amount,currency,status,transaction_type,payment_method,is_online,is_fraudulent,fraud_pattern,fraud_score,mcc,auth_code,response_code,is_declined,decline_reason
tx_f00000960,2025-04-09T04:53:15.326798,card_001743,user_000893,merch_000228,loc_000084,device_000041,754.69,USD,declined,purchase,online,True,True,identity_theft,0.87,6346,,05,True,insufficient_funds
tx_f00000961,2025-04-15T04:47:40.211446,card_001650,user_000845,merch_000046,loc_000064,device_000325,1001.96,USD,approved,purchase,online,True,True,amount_anomaly,0.54,1364,141909,00,False,
tx_f00000962,2025-04-07T23:25:42.313406,card_001701,user_000871,merch_000217,loc_000062,device_000791,160.29,USD,approved,purchase,online,True,True,location_anomaly,0.73,4384,310112,00,False,
tx_f00000963,2025-03-30T17:51:08.571883,card_001470,user_000753,merch_000158,loc_000048,device_000688,483.52,USD,approved,purchase,online,True,True,card_not_present,0.7,3063,579505,00,False,
tx_f00000964,2025-04-17T17:52:05.399038,card_001825,user_000933,merch_000170,loc_000066,device_001213,229.0,USD,declined,purchase,online,True,True,location_anomaly,0.93,1377,,05,True,security_violation
tx_f00000965,2025-04-03T05:59:29.361180,card_001085,user_000545,merch_000193,loc_000074,,75.94,USD,approved,purchase,contactless,False,True,identity_theft,0.81,4621,365203,00,False,
tx_f00000966,2025-04-01T20:01:03.775841,card_001187,user_000598,merch_000253,loc_000106,device_001482,1389.76,USD,approved,purchase,online,True,True,transaction_laundering,0.3,9071,893792,00,False,
tx_f00000967,2025-03-20T13:52:31.391983,card_001945,user_000995,merch_000237,loc_000001,device_000688,97.38,USD,declined,purchase,online,True,True,card_not_present,0.56,4563,,05,True,suspected_fraud
tx_f00000968,2025-03-27T05:05:05.195960,card_001401,user_000713,merch_000298,loc_000159,device_001233,54.4,USD,approved,purchase,online,True,True,transaction_laundering,0.52,1180,102140,00,False,
tx_f00000969,2025-03-29T04:09:55.106461,card_001149,user_000580,merch_000273,loc_000019,device_000089,7.09,USD,approved,purchase,online,True,True,card_testing,0.51,5122,123344,00,False,
tx_f00000970,2025-03-19T20:55:34.766155,card_001586,user_000812,merch_000237,loc_000172,,16.7,USD,declined,purchase,chip,False,True,merchant_fraud,0.54,4563,,05,True,security_violation
tx_f00000971,2025-03-22T06:02:36.603282,card_001758,user_000900,merch_000410,loc_000151,device_000916,160.72,USD,declined,purchase,online,True,True,account_takeover,0.5,6341,,05,True,invalid_card
tx_f00000972,2025-03-24T21:03:25.148735,card_000419,user_000210,merch_000136,loc_000190,device_000688,14.05,USD,approved,purchase,online,True,True,card_not_present,0.95,1672,524426,00,False,
tx_f00000973,2025-04-11T18:34:35.365525,card_001911,user_000979,merch_000478,loc_000101,device_001277,209.79,USD,approved,purchase,online,True,True,identity_theft,0.92,4871,560393,00,False,
tx_f00000974,2025-04-08T04:01:22.914293,card_001433,user_000733,merch_000474,loc_000073,device_000342,36.66,USD,approved,purchase,online,True,True,transaction_laundering,0.78,6292,652529,00,False,
tx_f00000975,2025-03-29T14:53:43.184761,card_001073,user_000539,merch_000432,loc_000046,device_001057,1592.11,USD,approved,purchase,online,True,True,amount_anomaly,0.82,5253,168409,00,False,
tx_f00000976,2025-04-18T11:12:15.948884,card_000413,user_000206,merch_000291,loc_000088,,203.05,USD,approved,purchase,chip,False,True,location_anomaly,0.62,2744,947509,00,False,
tx_f00000977,2025-03-31T16:36:27.337271,card_000693,user_000342,merch_000376,loc_000183,device_001354,3060.17,USD,declined,purchase,online,True,True,amount_anomaly,0.74,8469,,05,True,invalid_card
tx_f00000978,2025-03-21T10:05:10.241668,card_001022,user_000513,merch_000277,loc_000080,device_000688,174.01,USD,declined,purchase,online,True,True,card_not_present,0.63,9180,,05,True,security_violation
tx_f00000979,2025-04-02T00:55:27.788500,card_001129,user_000569,merch_000032,loc_000151,device_000051,70.47,USD,approved,purchase,online,True,True,identity_theft,0.57,3879,197658,00,False,
tx_f00000980,2025-04-06T13:45:46.884785,card_000464,user_000232,merch_000015,loc_000177,device_001440,64.65,USD,approved,purchase,online,True,True,velocity_abuse,0.77,1637,116146,00,False,
tx_f00000981,2025-03-27T16:38:47.849802,card_001345,user_000682,merch_000458,loc_000010,,1183.91,USD,approved,purchase,chip,False,True,application_fraud,0.67,5863,623725,00,False,
tx_f00000982,2025-04-09T18:21:23.612973,card_001639,user_000839,merch_000023,loc_000103,,104.75,USD,approved,purchase,manual_entry,False,True,identity_theft,0.72,9802,828991,00,False,
tx_f00000983,2025-04-17T07:44:26.771354,card_001512,user_000776,merch_000147,loc_000134,,25.8,USD,approved,purchase,swipe,False,True,identity_theft,0.83,6907,865693,00,False,
tx_f00000984,2025-04-16T20:52:35.074898,card_000100,user_000048,merch_000081,loc_000034,,63.75,USD,declined,purchase,chip,False,True,transaction_laundering,0.52,7774,,05,True,suspected_fraud
tx_f00000985,2025-03-21T11:44:43.305462,card_000690,user_000341,merch_000195,loc_000155,device_000927,30.2,USD,approved,purchase,online,True,True,account_takeover,0.74,9662,321405,00,False,
tx_f00000986,2025-04-13T06:27:31.367721,card_001307,user_000663,merch_000298,loc_000008,device_000915,56.01,USD,approved,purchase,online,True,True,merchant_fraud,0.66,1180,251914,00,False,
tx_f00000987,2025-03-28T08:46:41.445449,card_001140,user_000574,merch_000496,loc_000035,,120.37,USD,approved,purchase,contactless,False,True,identity_theft,0.77,1900,567226,00,False,
tx_f00000988,2025-04-15T20:48:30.409029,card_000415,user_000207,merch_000131,loc_000131,,1052.83,USD,approved,purchase,manual_entry,False,True,amount_anomaly,0.93,2244,107005,00,False,
tx_f00000989,2025-04-04T19:12:54.145921,card_001894,user_000969,merch_000282,loc_000075,,191.72,USD,approved,purchase,chip,False,True,velocity_abuse,0.52,5418,898832,00,False,
tx_f00000990,2025-03-22T04:39:28.422563,card_000253,user_000126,merch_000171,loc_000064,device_000739,62.99,USD,approved,purchase,online,True,True,location_anomaly,0.87,7544,895672,00,False,
tx_f00000991,2025-03-29T18:06:56.597853,card_000329,user_000162,merch_000454,loc_000059,device_001393,1676.71,USD,declined,purchase,online,True,True,amount_anomaly,0.5,7166,,05,True,exceeds_limit
tx_f00000992,2025-04-03T05:24:58.859955,card_001731,user_000887,merch_000228,loc_000108,,252.84,USD,declined,purchase,contactless,False,True,identity_theft,0.36,6346,,05,True,invalid_card
tx_f00000993,2025-04-05T15:29:50.209750,card_001547,user_000793,merch_000403,loc_000136,device_000688,94.78,USD,approved,purchase,online,True,True,card_not_present,0.7,6095,973470,00,False,
tx_f00000994,2025-03-29T07:46:15.782703,card_000184,user_000090,merch_000270,loc_000159,,154.64,USD,approved,purchase,contactless,False,True,identity_theft,0.58,1725,317824,00,False,
tx_f00000995,2025-03-20T22:22:48.711060,card_001530,user_000784,merch_000046,loc_000044,device_000865,30.55,USD,approved,purchase,online,True,True,transaction_laundering,0.79,1364,900198,00,False,
tx_f00000996,2025-04-01T04:33:51.581012,card_001919,user_000983,merch_000441,loc_000132,,42.53,USD,declined,purchase,contactless,False,True,location_anomaly,0.74,4239,,05,True,security_violation
tx_f00000997,2025-03-20T13:15:15.455527,card_000710,user_000352,merch_000426,loc_000008,,84.87,USD,approved,purchase,manual_entry,False,True,transaction_laundering,0.76,8328,751519,00,False,
tx_f00000998,2025-03-26T19:40:18.603837,card_001178,user_000594,merch_000454,loc_000056,device_001452,168.81,USD,approved,purchase,online,True,True,location_anomaly,0.75,7166,939233,00,False,
tx_f00000999,2025-04-01T18:02:57.136979,card_001114,user_000562,merch_000259,loc_000174,,4300.91,USD,approved,purchase,chip,False,True,application_fraud,0.78,5133,853073,00,False,
tx_f00001000,2025-04-17T03:46:26.105651,card_001182,user_000596,merch_000178,loc_000082,device_001388,3.3,USD,approved,purchase,online,True,True,card_testing,0.75,7372,647941,00,False,
tx_f00001001,2025-03-22T01:59:34.953615,card_001772,user_000906,merch_000017,loc_000030,device_001026,13.74,USD,approved,purchase,online,True,True,location_anomaly,0.68,9332,566473,00,False,
tx_f00001002,2025-03-23T03:57:19.508722,card_000167,user_000083,merch_000361,loc_000050,,187.34,USD,declined,purchase,manual_entry,False,True,merchant_fraud,0.88,8495,,05,True,security_violation
tx_f00001003,2025-04-04T18:04:09.076387,card_001052,user_000527,merch_000136,loc_000129,device_001249,9.27,USD,approved,purchase,online,True,True,card_testing,0.6,1672,669735,00,False,
tx_f00001004,2025-03-24T23:40:18.462251,card_000109,user_000052,merch_000050,loc_000060,device_000062,23.11,USD,approved,purchase,online,True,True,account_takeover,0.78,2681,470879,00,False,
tx_f00001005,2025-03-27T03:12:05.168428,card_001388,user_000705,merch_000342,loc_000022,device_001378,30.31,USD,approved,purchase,online,True,True,location_anomaly,0.88,7578,504105,00,False,
tx_f00001006,2025-03-24T10:37:18.784223,card_000725,user_000359,merch_000271,loc_000172,,141.24,USD,approved,purchase,contactless,False,True,velocity_abuse,0.4,2926,725424,00,False,
tx_f00001007,2025-03-20T09:54:37.483278,card_001786,user_000913,merch_000287,loc_000094,device_000688,109.92,USD,approved,purchase,online,True,True,card_not_present,0.75,8019,608612,00,False,
tx_f00001008,2025-03-29T02:56:55.932953,card_000369,user_000184,merch_000341,loc_000041,device_000418,11.05,USD,approved,purchase,online,True,True,transaction_laundering,0.78,7520,672507,00,False,
tx_f00001009,2025-04-14T22:39:55.874799,card_001829,user_000935,merch_000132,loc_000188,device_000507,185.31,USD,declined,purchase,online,True,True,velocity_abuse,0.94,6914,,05,True,security_violation
tx_f00001010,2025-03-24T23:28:10.320935,card_000031,user_000013,merch_000033,loc_000040,,50.74,USD,approved,purchase,chip,False,True,identity_theft,0.33,3188,889314,00,False,
tx_f00001011,2025-04-09T19:13:42.977689,card_000988,user_000497,merch_000426,loc_000119,device_001337,34.11,USD,approved,purchase,online,True,True,location_anomaly,0.84,8328,167309,00,False,
tx_f00001012,2025-03-24T10:34:53.464822,card_000127,user_000060,merch_000490,loc_000107,,17.51,USD,approved,purchase,contactless,False,True,location_anomaly,0.74,5065,599811,00,False,
tx_f00001013,2025-03-19T20:00:20.708132,card_000634,user_000315,merch_000292,loc_000017,device_001413,59.76,USD,approved,purchase,online,True,True,merchant_fraud,0.84,4105,842819,00,False,
tx_f00001014,2025-04-07T17:56:28.514688,card_001878,user_000959,merch_000026,loc_000090,device_000478,72.3,USD,approved,purchase,online,True,True,transaction_laundering,0.45,3437,602547,00,False,
tx_f00001015,2025-04-15T17:09:49.897748,card_001943,user_000994,merch_000141,loc_000079,device_000230,135.08,USD,declined,purchase,online,True,True,velocity_abuse,0.75,4165,,05,True,invalid_card
tx_f00001016,2025-03-27T03:21:55.877196,card_001131,user_000570,merch_000211,loc_000038,device_000688,158.41,USD,approved,purchase,online,True,True,card_not_present,0.83,8021,729020,00,False,
tx_f00001017,2025-04-10T16:59:58.332820,card_000890,user_000440,merch_000483,loc_000055,device_001296,3610.31,USD,declined,purchase,online,True,True,application_fraud,0.41,5655,,05,True,insufficient_funds
tx_f00001018,2025-04-01T23:33:13.912018,card_000829,user_000411,merch_000437,loc_000196,device_001356,62.36,USD,approved,purchase,online,True,True,transaction_laundering,0.86,3166,866009,00,False,
tx_f00001019,2025-04-14T15:35:08.179313,card_000701,user_000347,merch_000206,loc_000091,,52.21,USD,approved,purchase,swipe,False,True,transaction_laundering,0.78,4287,677108,00,False,
tx_f00001020,2025-04-02T20:30:09.852203,card_001016,user_000510,merch_000434,loc_000168,,2691.04,USD,approved,purchase,swipe,False,True,application_fraud,0.83,6607,299146,00,False,
tx_f00001021,2025-04-10T02:09:56.242235,card_000900,user_000447,merch_000110,loc_000073,device_000793,76.09,USD,approved,purchase,online,True,True,merchant_fraud,0.56,7142,305438,00,False,
tx_f00001022,2025-04-15T19:18:58.362022,card_001506,user_000774,merch_000206,loc_000052,device_000688,79.08,USD,declined,purchase,online,True,True,card_not_present,0.37,4287,,05,True,invalid_card
tx_f00001023,2025-03-28T03:58:22.944687,card_000219,user_000106,merch_000421,loc_000055,device_001393,464.28,USD,approved,purchase,online,True,True,velocity_abuse,0.82,2347,100351,00,False,
tx_f00001024,2025-03-27T05:52:12.876078,card_000000,user_000000,merch_000196,loc_000059,device_000065,62.07,USD,declined,purchase,online,True,True,location_anomaly,0.83,7225,,05,True,security_violation
tx_f00001025,2025-03-25T02:53:55.407902,card_000934,user_000466,merch_000086,loc_000073,,1408.19,USD,approved,purchase,swipe,False,True,amount_anomaly,0.74,8309,795874,00,False,
tx_f00001026,2025-03-22T23:31:40.771408,card_000638,user_000318,merch_000491,loc_000058,,1841.17,USD,approved,purchase,contactless,False,True,application_fraud,0.65,5034,287482,00,False,
tx_f00001027,2025-04-13T13:43:39.038668,card_000699,user_000345,merch_000265,loc_000129,,260.08,USD,approved,purchase,chip,False,True,velocity_abuse,0.62,7129,815985,00,False,
tx_f00001028,2025-03-24T06:20:13.323761,card_000952,user_000478,merch_000101,loc_000145,device_000675,6.17,USD,declined,purchase,online,True,True,card_testing,0.9,9222,,05,True,security_violation
tx_f00001029,2025-04-06T09:34:57.695609,card_000738,user_000367,merch_000098,loc_000041,,399.72,USD,approved,purchase,manual_entry,False,True,velocity_abuse,0.84,1220,987345,00,False,
tx_f00001030,2025-03-21T11:49:15.931607,card_000118,user_000055,merch_000398,loc_000022,,334.68,USD,approved,purchase,manual_entry,False,True,velocity_abuse,0.52,9287,986162,00,False,
tx_f00001031,2025-03-21T07:51:42.297989,card_001568,user_000802,merch_000410,loc_000049,device_000351,483.34,USD,approved,purchase,online,True,True,velocity_abuse,0.7,6341,340619,00,False,
tx_f00001032,2025-03-23T11:01:39.245383,card_000039,user_000017,merch_000415,loc_000178,device_001319,6.3,USD,approved,purchase,online,True,True,card_testing,0.63,8764,265358,00,False,
tx_f00001033,2025-04-18T05:12:29.519870,card_001407,user_000716,merch_000421,loc_000089,device_000170,97.68,USD,approved,purchase,online,True,True,identity_theft,0.5,2347,790989,00,False,
tx_f00001034,2025-04-03T14:39:59.083397,card_000301,user_000149,merch_000353,loc_000047,device_000688,40.63,USD,approved,purchase,online,True,True,card_not_present,0.51,1195,739136,00,False,
tx_f00001035,2025-04-10T00:04:28.001218,card_000344,user_000170,merch_000207,loc_000199,device_001217,39.93,USD,approved,purchase,online,True,True,account_takeover,0.9,6402,137281,00,False,
tx_f00001036,2025-04-17T13:57:52.845481,card_001760,user_000901,merch_000181,loc_000145,device_001330,9.05,USD,declined,purchase,online,True,True,card_testing,0.77,4893,,05,True,exceeds_limit
tx_f00001037,2025-04-01T04:34:08.796073,card_000741,user_000369,merch_000169,loc_000145,device_001002,2843.77,USD,approved,purchase,online,True,True,application_fraud,0.54,6426,485183,00,False,
tx_f00001038,2025-04-09T04:34:39.280622,card_000555,user_000276,merch_000447,loc_000068,device_001020,964.72,USD,approved,purchase,online,True,True,application_fraud,0.85,8663,514063,00,False,
tx_f00001039,2025-04-09T02:37:58.737016,card_001947,user_000996,merch_000334,loc_000195,device_001175,162.43,USD,approved,purchase,online,True,True,amount_anomaly,0.55,1543,611477,00,False,
tx_f00001040,2025-03-30T17:47:44.067809,card_001225,user_000619,merch_000123,loc_000084,,4194.38,USD,declined,purchase,chip,False,True,application_fraud,0.83,7656,,05,True,insufficient_funds
tx_f00001041,2025-04-15T08:52:16.239316,card_001267,user_000641,merch_000156,loc_000090,device_000893,2927.88,USD,declined,purchase,online,True,True,application_fraud,0.96,9625,,05,True,suspected_fraud
tx_f00001042,2025-04-13T09:52:20.512283,card_000576,user_000286,merch_000191,loc_000022,,33.74,USD,approved,purchase,swipe,False,True,identity_theft,0.95,4921,879052,00,False,
tx_f00001043,2025-04-18T03:09:29.090312,card_000868,user_000430,merch_000340,loc_000058,device_001305,586.5,USD,declined,purchase,online,True,True,amount_anomaly,0.69,6441,,05,True,security_violation
tx_f00001044,2025-04-16T11:42:52.648539,card_000277,user_000138,merch_000348,loc_000129,,8733.11,USD,approved,purchase,manual_entry,False,True,amount_anomaly,0.5,2383,400638,00,False,
tx_f00001045,2025-04-03T08:38:47.022295,card_000922,user_000459,merch_000100,loc_000058,device_000405,54.85,USD,approved,purchase,online,True,True,account_takeover,0.77,6925,786512,00,False,
tx_f00001046,2025-03-28T23:57:06.689432,card_001135,user_000572,merch_000166,loc_000102,,1810.64,USD,approved,purchase,contactless,False,True,amount_anomaly,0.35,6564,668762,00,False,
tx_f00001047,2025-03-25T05:17:39.469672,card_001437,user_000735,merch_000296,loc_000114,device_000980,3627.95,USD,declined,purchase,online,True,True,application_fraud,0.82,2024,,05,True,suspected_fraud
tx_f00001048,2025-04-07T09:01:11.490880,card_001355,user_000687,merch_000298,loc_000046,,77.8,USD,approved,purchase,swipe,False,True,merchant_fraud,0.91,1180,144597,00,False,
tx_f00001049,2025-04-14T14:36:48.739279,card_001615,user_000827,merch_000011,loc_000118,device_000769,285.32,USD,approved,purchase,online,True,True,velocity_abuse,0.5,2933,225269,00,False,
tx_f00001050,2025-03-24T22:55:56.900937,card_001443,user_000739,merch_000028,loc_000147,device_000380,107.31,USD,approved,purchase,online,True,True,location_anomaly,0.9,5913,691260,00,False,
tx_f00001051,2025-04-06T10:58:07.535319,card_000462,user_000231,merch_000359,loc_000195,device_000720,1319.88,USD,approved,purchase,online,True,True,amount_anomaly,0.7,6255,636675,00,False,
tx_f00001052,2025-03-29T03:08:21.758607,card_001841,user_000941,merch_000410,loc_000089,device_001465,7.49,USD,approved,purchase,online,True,True,card_testing,0.79,6341,662665,00,False,
tx_f00001053,2025-03-28T05:53:08.264734,card_001653,user_000846,merch_000352,loc_000069,device_001453,382.56,USD,approved,purchase,online,True,True,identity_theft,0.93,6413,889976,00,False,
tx_f00001054,2025-04-10T00:32:53.423970,card_001197,user_000604,merch_000283,loc_000046,device_001076,3.25,USD,declined,purchase,online,True,True,card_testing,0.51,3917,,05,True,suspected_fraud
tx_f00001055,2025-03-24T12:49:57.315700,card_001512,user_000776,merch_000437,loc_000157,device_001078,3569.84,USD,approved,purchase,online,True,True,application_fraud,0.7,3166,847356,00,False,
tx_f00001056,2025-04-16T08:55:55.276532,card_000706,user_000350,merch_000176,loc_000199,,1139.1,USD,declined,purchase,swipe,False,True,identity_theft,0.92,9235,,05,True,security_violation
tx_f00001057,2025-03-29T06:29:12.016696,card_000812,user_000403,merch_000135,loc_000002,device_000688,225.37,USD,approved,purchase,online,True,True,card_not_present,0.92,6096,828169,00,False,
tx_f00001058,2025-03-24T20:07:28.609020,card_000796,user_000396,merch_000357,loc_000167,,4534.41,USD,approved,purchase,swipe,False,True,application_fraud,0.98,7258,850508,00,False,
tx_f00001059,2025-04-10T22:08:33.988077,card_000757,user_000376,merch_000382,loc_000099,device_001121,140.46,USD,approved,purchase,online,True,True,identity_theft,0.66,2108,587502,00,False,
tx_f00001060,2025-04-17T04:10:58.440917,card_001366,user_000693,merch_000356,loc_000058,,32.07,USD,approved,purchase,contactless,False,True,identity_theft,0.68,1933,393063,00,False,
tx_f00001061,2025-03-23T03:29:05.242325,card_001037,user_000520,merch_000436,loc_000053,device_000859,2179.6,USD,declined,purchase,online,True,True,application_fraud,0.89,8082,,05,True,suspected_fraud
tx_f00001062,2025-04-10T18:47:55.368083,card_001927,user_000987,merch_000369,loc_000149,,1451.54,USD,approved,purchase,manual_entry,False,True,amount_anomaly,0.65,4558,298307,00,False,
tx_f00001063,2025-04-16T17:20:13.881836,card_001350,user_000684,merch_000473,loc_000120,device_000863,324.35,USD,approved,purchase,online,True,True,amount_anomaly,0.82,3680,681063,00,False,
tx_f00001064,2025-04-16T19:22:14.594342,card_001042,user_000522,merch_000222,loc_000018,device_000524,143.13,USD,declined,purchase,online,True,True,velocity_abuse,0.72,7251,,05,True,exceeds_limit
tx_f00001065,2025-04-06T01:21:19.000964,card_001713,user_000878,merch_000381,loc_000149,device_000688,17.68,USD,approved,purchase,online,True,True,card_not_present,0.97,3981,620222,00,False,
tx_f00001066,2025-04-01T18:32:41.783810,card_000943,user_000472,merch_000309,loc_000020,device_000785,1422.32,USD,declined,purchase,online,True,True,application_fraud,0.78,5327,,05,True,suspected_fraud
tx_f00001067,2025-04-17T13:40:00.777463,card_001908,user_000977,merch_000298,loc_000047,device_000859,46.92,USD,approved,purchase,online,True,True,transaction_laundering,0.78,1180,569467,00,False,
tx_f00001068,2025-04-14T08:55:14.656226,card_001050,user_000527,merch_000096,loc_000091,device_001240,119.16,USD,approved,purchase,online,True,True,velocity_abuse,0.63,7924,428172,00,False,
tx_f00001069,2025-03-31T10:31:29.036653,card_001254,user_000635,merch_000279,loc_000027,,100.55,USD,approved,purchase,chip,False,True,velocity_abuse,0.57,2651,724387,00,False,
tx_f00001070,2025-03-30T16:20:42.514083,card_001319,user_000670,merch_000333,loc_000026,,10.75,USD,approved,purchase,chip,False,True,transaction_laundering,0.68,4779,566008,00,False,
tx_f00001071,2025-03-19T16:15:48.671958,card_000656,user_000326,merch_000027,loc_000091,device_000833,3273.95,USD,approved,purchase,online,True,True,application_fraud,0.87,9394,377733,00,False,
tx_f00001072,2025-04-10T23:28:30.096682,card_000580,user_000288,merch_000483,loc_000094,device_000986,5.19,USD,approved,purchase,online,True,True,card_testing,0.86,5655,869774,00,False,
tx_f00001073,2025-04-07T19:46:55.911997,card_001503,user_000773,merch_000037,loc_000108,device_001263,25.21,USD,declined,purchase,online,True,True,merchant_fraud,0.83,1135,,05,True,security_violation
tx_f00001074,2025-04-04T07:50:07.584104,card_001366,user_000693,merch_000145,loc_000025,,99.31,USD,declined,purchase,manual_entry,False,True,velocity_abuse,0.64,5863,,05,True,suspected_fraud
tx_f00001075,2025-03-20T20:34:48.150107,card_000021,user_000009,merch_000076,loc_000049,device_001165,3.64,USD,declined,purchase,online,True,True,card_testing,0.77,5007,,05,True,exceeds_limit
tx_f00001076,2025-04-15T19:32:55.173114,card_000124,user_000059,merch_000310,loc_000166,device_001126,155.7,USD,declined,purchase,online,True,True,identity_theft,0.44,4518,,05,True,suspected_fraud
tx_f00001077,2025-03-25T11:41:55.518712,card_000631,user_000314,merch_000272,loc_000089,device_000429,353.57,USD,approved,purchase,online,True,True,identity_theft,0.65,5947,894999,00,False,
tx_f00001078,2025-03-31T09:53:55.865823,card_000715,user_000355,merch_000045,loc_000086,device_000897,9.76,USD,declined,purchase,online,True,True,location_anomaly,0.69,1268,,05,True,suspected_fraud
tx_f00001079,2025-03-29T11:32:11.055591,card_001318,user_000670,merch_000298,loc_000135,device_000082,32.57,USD,approved,purchase,online,True,True,transaction_laundering,0.54,1180,656575,00,False,
tx_f00001080,2025-03-31T19:03:23.394194,card_001950,user_000998,merch_000312,loc_000108,,205.91,USD,approved,purchase,manual_entry,False,True,identity_theft,0.89,9721,932974,00,False,
tx_f00001081,2025-04-04T05:56:39.254154,card_000354,user_000176,merch_000272,loc_000096,,1252.52,USD,approved,purchase,swipe,False,True,application_fraud,0.69,5947,661131,00,False,
tx_f00001082,2025-03-22T02:47:22.554989,card_000832,user_000413,merch_000452,loc_000011,device_000688,196.5,USD,approved,purchase,online,True,True,card_not_present,0.54,5867,759364,00,False,
tx_f00001083,2025-04-10T22:09:56.230848,card_001570,user_000803,merch_000421,loc_000094,device_000310,102.47,USD,declined,purchase,online,True,True,location_anomaly,0.9,2347,,05,True,invalid_card
tx_f00001084,2025-04-01T11:07:19.133354,card_001689,user_000865,merch_000105,loc_000061,,80.99,USD,approved,purchase,contactless,False,True,location_anomaly,0.54,8351,126732,00,False,
tx_f00001085,2025-04-10T05:33:37.354351,card_000180,user_000088,merch_000060,loc_000196,device_000124,13.72,USD,approved,purchase,online,True,True,location_anomaly,0.87,8727,356155,00,False,
tx_f00001086,2025-03-20T09:27:48.887900,card_001800,user_000920,merch_000310,loc_000084,device_000633,3121.19,USD,declined,purchase,online,True,True,application_fraud,0.71,4518,,05,True,security_violation
tx_f00001087,2025-03-25T14:41:40.254036,card_001800,user_000920,merch_000181,loc_000049,device_000688,78.88,USD,declined,purchase,online,True,True,card_not_present,0.82,4893,,05,True,suspected_fraud
tx_f00001088,2025-03-20T18:23:59.926549,card_001867,user_000954,merch_000199,loc_000111,,194.69,USD,approved,purchase,contactless,False,True,velocity_abuse,0.63,2815,285657,00,False,
tx_f00001089,2025-04-14T13:43:47.164270,card_000597,user_000298,merch_000082,loc_000157,,4811.96,USD,approved,purchase,contactless,False,True,amount_anomaly,0.8,8282,972426,00,False,
tx_f00001090,2025-04-07T06:00:04.538079,card_000960,user_000482,merch_000286,loc_000053,device_000688,105.36,USD,declined,purchase,online,True,True,card_not_present,0.75,7950,,05,True,invalid_card
tx_f00001091,2025-04-16T18:10:48.054933,card_001640,user_000840,merch_000383,loc_000039,,3051.92,USD,approved,purchase,manual_entry,False,True,application_fraud,0.59,8804,854438,00,False,
tx_f00001092,2025-04-18T01:33:10.612634,card_001137,user_000573,merch_000182,loc_000097,,189.42,USD,approved,purchase,swipe,False,True,amount_anomaly,0.75,7827,496389,00,False,
tx_f00001093,2025-04-05T10:37:52.243196,card_001842,user_000942,merch_000378,loc_000134,,175.75,USD,declined,purchase,contactless,False,True,location_anomaly,0.74,1405,,05,True,security_violation
tx_f00001094,2025-03-27T21:01:04.215616,card_001141,user_000574,merch_000422,loc_000077,device_001155,20.46,USD,approved,purchase,online,True,True,location_anomaly,0.7,5449,129486,00,False,
tx_f00001095,2025-04-04T07:12:55.721411,card_001636,user_000837,merch_000463,loc_000105,device_001072,2871.86,USD,approved,purchase,online,True,True,application_fraud,0.74,3062,466396,00,False,
tx_f00001096,2025-03-22T08:16:24.124546,card_001466,user_000751,merch_000358,loc_000175,device_000098,21.38,USD,declined,purchase,online,True,True,merchant_fraud,0.58,9861,,05,True,exceeds_limit
tx_f00001097,2025-03-31T22:28:10.493804,card_000165,user_000082,merch_000373,loc_000168,device_001452,41.43,USD,approved,purchase,online,True,True,account_takeover,0.96,7775,475578,00,False,
tx_f00001098,2025-04-11T04:07:41.932785,card_000765,user_000380,merch_000081,loc_000169,device_001453,24.7,USD,approved,purchase,online,True,True,transaction_laundering,0.44,7774,270814,00,False,
tx_f00001099,2025-04-06T08:13:47.053361,card_000059,user_000026,merch_000090,loc_000082,device_000988,3922.05,USD,declined,purchase,online,True,True,application_fraud,0.95,6746,,05,True,security_violation
tx_f00001100,2025-03-29T22:30:30.046845,card_001682,user_000861,merch_000080,loc_000166,device_000815,1036.93,USD,declined,purchase,online,True,True,amount_anomaly,0.91,6854,,05,True,exceeds_limit
tx_f00001101,2025-04-11T14:55:48.822359,card_000501,user_000250,merch_000318,loc_000173,device_001167,3313.82,USD,declined,purchase,online,True,True,application_fraud,0.63,3716,,05,True,exceeds_limit
tx_f00001102,2025-04-15T15:09:58.739880,card_000334,user_000164,merch_000458,loc_000156,,163.24,USD,declined,purchase,chip,False,True,transaction_laundering,0.76,5863,,05,True,invalid_card
tx_f00001103,2025-03-29T21:02:12.415603,card_000891,user_000441,merch_000307,loc_000052,,5.06,USD,approved,purchase,contactless,False,True,transaction_laundering,0.81,9954,800300,00,False,
tx_f00001104,2025-03-31T20:37:51.506700,card_000481,user_000240,merch_000269,loc_000069,device_000514,19.61,USD,approved,purchase,online,True,True,account_takeover,0.66,6933,770109,00,False,
tx_f00001105,2025-03-31T10:34:57.370368,card_000753,user_000374,merch_000380,loc_000059,,524.63,USD,approved,purchase,manual_entry,False,True,identity_theft,0.76,7829,802472,00,False,
tx_f00001106,2025-03-25T12:27:45.698764,card_001260,user_000638,merch_000341,loc_000145,device_001464,79.95,USD,approved,purchase,online,True,True,transaction_laundering,0.78,7520,568125,00,False,
tx_f00001107,2025-04-09T06:48:55.494750,card_000020,user_000008,merch_000181,loc_000025,device_000709,8.83,USD,approved,purchase,online,True,True,card_testing,0.55,4893,621272,00,False,
